airConnection,fullCost
"[{""name"":MSN},{""idTicket"":272,""idFlight"":271,""class"":economy,""price"":88.5},{""name"":ORD},{""name"":ORD},{""idTicket"":852,""idFlight"":851,""class"":economy,""price"":108.0},{""name"":GRR}]",196.5
